"","LOCID","LOCAL_INTERVAL_TIME","KWH","DTE","HR"
"332","000018594EL000","2017-01-04 10:45:00.0",0.031,"2017/01/04","10:45"
"333","000018594EL000","2017-01-04 11:00:00.0",0.027,"2017/01/04","11:00"
"334","000018594EL000","2017-01-04 11:15:00.0",0.058,"2017/01/04","11:15"
"335","000018594EL000","2017-01-04 11:30:00.0",0.049,"2017/01/04","11:30"
"336","000018594EL000","2017-01-04 11:45:00.0",0.033,"2017/01/04","11:45"
"337","000018594EL000","2017-01-04 12:00:00.0",0.021,"2017/01/04","12:00"
"338","000018594EL000","2017-01-04 12:15:00.0",0.025,"2017/01/04","12:15"
"339","000018594EL000","2017-01-04 12:30:00.0",0.045,"2017/01/04","12:30"
"340","000018594EL000","2017-01-04 12:45:00.0",0.032,"2017/01/04","12:45"
"341","000018594EL000","2017-01-04 13:00:00.0",0.033,"2017/01/04","13:00"
"342","000018594EL000","2017-01-04 13:15:00.0",0.067,"2017/01/04","13:15"
"343","000018594EL000","2017-01-04 13:30:00.0",0.057,"2017/01/04","13:30"
"344","000018594EL000","2017-01-04 13:45:00.0",0.044,"2017/01/04","13:45"
"345","000018594EL000","2017-01-04 14:00:00.0",0.03,"2017/01/04","14:00"
"346","000018594EL000","2017-01-04 14:15:00.0",0.02,"2017/01/04","14:15"
"347","000018594EL000","2017-01-04 14:30:00.0",0.023,"2017/01/04","14:30"
"348","000018594EL000","2017-01-04 14:45:00.0",0.02,"2017/01/04","14:45"
"349","000018594EL000","2017-01-04 15:00:00.0",0.023,"2017/01/04","15:00"
"350","000018594EL000","2017-01-04 15:15:00.0",0.02,"2017/01/04","15:15"
"351","000018594EL000","2017-01-04 15:30:00.0",0.023,"2017/01/04","15:30"
"352","000018594EL000","2017-01-04 15:45:00.0",0.02,"2017/01/04","15:45"
"353","000018594EL000","2017-01-04 16:00:00.0",0.047,"2017/01/04","16:00"
"354","000018594EL000","2017-01-04 16:15:00.0",0.05,"2017/01/04","16:15"
"355","000018594EL000","2017-01-04 16:30:00.0",0.047,"2017/01/04","16:30"
"356","000018594EL000","2017-01-04 16:45:00.0",0.038,"2017/01/04","16:45"
"357","000018594EL000","2017-01-04 17:00:00.0",0.023,"2017/01/04","17:00"
"358","000018594EL000","2017-01-04 17:15:00.0",0.045,"2017/01/04","17:15"
"359","000018594EL000","2017-01-04 17:30:00.0",0.059,"2017/01/04","17:30"
"360","000018594EL000","2017-01-04 17:45:00.0",0.048,"2017/01/04","17:45"
"361","000018594EL000","2017-01-04 18:00:00.0",0.087,"2017/01/04","18:00"
"362","000018594EL000","2017-01-04 18:15:00.0",0.116,"2017/01/04","18:15"
"363","000018594EL000","2017-01-04 18:30:00.0",0.431,"2017/01/04","18:30"
"364","000018594EL000","2017-01-04 18:45:00.0",0.176,"2017/01/04","18:45"
"365","000018594EL000","2017-01-04 19:00:00.0",0.255,"2017/01/04","19:00"
"366","000018594EL000","2017-01-04 19:15:00.0",0.307,"2017/01/04","19:15"
"367","000018594EL000","2017-01-04 19:30:00.0",0.1,"2017/01/04","19:30"
"368","000018594EL000","2017-01-04 19:45:00.0",0.083,"2017/01/04","19:45"
"369","000018594EL000","2017-01-04 20:00:00.0",0.118,"2017/01/04","20:00"
"370","000018594EL000","2017-01-04 20:15:00.0",0.065,"2017/01/04","20:15"
"371","000018594EL000","2017-01-04 20:30:00.0",0.087,"2017/01/04","20:30"
"372","000018594EL000","2017-01-04 20:45:00.0",0.04,"2017/01/04","20:45"
"373","000018594EL000","2017-01-04 21:00:00.0",0.048,"2017/01/04","21:00"
"374","000018594EL000","2017-01-04 21:15:00.0",0.048,"2017/01/04","21:15"
"375","000018594EL000","2017-01-04 21:30:00.0",0.125,"2017/01/04","21:30"
"376","000018594EL000","2017-01-04 21:45:00.0",0.075,"2017/01/04","21:45"
"377","000018594EL000","2017-01-04 22:00:00.0",0.065,"2017/01/04","22:00"
"378","000018594EL000","2017-01-04 22:15:00.0",0.042,"2017/01/04","22:15"
"379","000018594EL000","2017-01-04 22:30:00.0",0.035,"2017/01/04","22:30"
"380","000018594EL000","2017-01-04 22:45:00.0",0.032,"2017/01/04","22:45"
"381","000018594EL000","2017-01-04 23:00:00.0",0.033,"2017/01/04","23:00"
"382","000018594EL000","2017-01-04 23:15:00.0",0.065,"2017/01/04","23:15"
"383","000018594EL000","2017-01-04 23:30:00.0",0.058,"2017/01/04","23:30"
"384","000018594EL000","2017-01-04 23:45:00.0",0.065,"2017/01/04","23:45"
"385","000018594EL000","2017-01-05 00:00:00.0",0.075,"2017/01/05","00:00"
"386","000018594EL000","2017-01-05 00:15:00.0",0.074,"2017/01/05","00:15"
"387","000018594EL000","2017-01-05 00:30:00.0",0.052,"2017/01/05","00:30"
"388","000018594EL000","2017-01-05 00:45:00.0",0.057,"2017/01/05","00:45"
"389","000018594EL000","2017-01-05 01:00:00.0",0.02,"2017/01/05","01:00"
"390","000018594EL000","2017-01-05 01:15:00.0",0.043,"2017/01/05","01:15"
"391","000018594EL000","2017-01-05 01:30:00.0",0.018,"2017/01/05","01:30"
"392","000018594EL000","2017-01-05 01:45:00.0",0.045,"2017/01/05","01:45"
"393","000018594EL000","2017-01-05 02:00:00.0",0.069,"2017/01/05","02:00"
"394","000018594EL000","2017-01-05 02:15:00.0",0.092,"2017/01/05","02:15"
"395","000018594EL000","2017-01-05 02:30:00.0",0.063,"2017/01/05","02:30"
"396","000018594EL000","2017-01-05 02:45:00.0",0.066,"2017/01/05","02:45"
"397","000018594EL000","2017-01-05 03:00:00.0",0.023,"2017/01/05","03:00"
"398","000018594EL000","2017-01-05 03:15:00.0",0.044,"2017/01/05","03:15"
"399","000018594EL000","2017-01-05 03:30:00.0",0.017,"2017/01/05","03:30"
"400","000018594EL000","2017-01-05 03:45:00.0",0.043,"2017/01/05","03:45"
"401","000018594EL000","2017-01-05 04:00:00.0",0.017,"2017/01/05","04:00"
"402","000018594EL000","2017-01-05 04:15:00.0",0.105,"2017/01/05","04:15"
"403","000018594EL000","2017-01-05 04:30:00.0",0.067,"2017/01/05","04:30"
"404","000018594EL000","2017-01-05 04:45:00.0",0.08,"2017/01/05","04:45"
"405","000018594EL000","2017-01-05 05:00:00.0",0.042,"2017/01/05","05:00"
"406","000018594EL000","2017-01-05 05:15:00.0",0.039,"2017/01/05","05:15"
"407","000018594EL000","2017-01-05 05:30:00.0",0.022,"2017/01/05","05:30"
"408","000018594EL000","2017-01-05 05:45:00.0",0.036,"2017/01/05","05:45"
"409","000018594EL000","2017-01-05 06:00:00.0",0.025,"2017/01/05","06:00"
"410","000018594EL000","2017-01-05 06:15:00.0",0.061,"2017/01/05","06:15"
"411","000018594EL000","2017-01-05 06:30:00.0",0.068,"2017/01/05","06:30"
"412","000018594EL000","2017-01-05 06:45:00.0",0.069,"2017/01/05","06:45"
"413","000018594EL000","2017-01-05 07:00:00.0",0.058,"2017/01/05","07:00"
"414","000018594EL000","2017-01-05 07:15:00.0",0.065,"2017/01/05","07:15"
"415","000018594EL000","2017-01-05 07:30:00.0",0.059,"2017/01/05","07:30"
"416","000018594EL000","2017-01-05 07:45:00.0",0.054,"2017/01/05","07:45"
"417","000018594EL000","2017-01-05 08:00:00.0",0.037,"2017/01/05","08:00"
"418","000018594EL000","2017-01-05 08:15:00.0",0.032,"2017/01/05","08:15"
"419","000018594EL000","2017-01-05 08:30:00.0",0.1,"2017/01/05","08:30"
"420","000018594EL000","2017-01-05 08:45:00.0",0.087,"2017/01/05","08:45"
"421","000018594EL000","2017-01-05 09:00:00.0",0.096,"2017/01/05","09:00"
"422","000018594EL000","2017-01-05 09:15:00.0",0.064,"2017/01/05","09:15"
"423","000018594EL000","2017-01-05 09:30:00.0",0.082,"2017/01/05","09:30"
"424","000018594EL000","2017-01-05 09:45:00.0",0.048,"2017/01/05","09:45"
"425","000018594EL000","2017-01-05 10:00:00.0",0.074,"2017/01/05","10:00"
"426","000018594EL000","2017-01-05 10:15:00.0",0.036,"2017/01/05","10:15"
"427","000018594EL000","2017-01-05 10:30:00.0",0.045,"2017/01/05","10:30"
"428","000018594EL000","2017-01-05 10:45:00.0",0.012,"2017/01/05","10:45"
"429","000018594EL000","2017-01-05 11:00:00.0",0.066,"2017/01/05","11:00"
"430","000018594EL000","2017-01-05 11:15:00.0",0.058,"2017/01/05","11:15"
"431","000018594EL000","2017-01-05 11:30:00.0",0.093,"2017/01/05","11:30"
"432","000018594EL000","2017-01-05 11:45:00.0",0.105,"2017/01/05","11:45"
"433","000018594EL000","2017-01-05 12:00:00.0",0.101,"2017/01/05","12:00"
"434","000018594EL000","2017-01-05 12:15:00.0",0.07,"2017/01/05","12:15"
"435","000018594EL000","2017-01-05 12:30:00.0",0.068,"2017/01/05","12:30"
"436","000018594EL000","2017-01-05 12:45:00.0",0.034,"2017/01/05","12:45"
"437","000018594EL000","2017-01-05 13:00:00.0",0.019,"2017/01/05","13:00"
"438","000018594EL000","2017-01-05 13:15:00.0",0.038,"2017/01/05","13:15"
"439","000018594EL000","2017-01-05 13:30:00.0",0.058,"2017/01/05","13:30"
"440","000018594EL000","2017-01-05 13:45:00.0",0.074,"2017/01/05","13:45"
"441","000018594EL000","2017-01-05 14:00:00.0",0.04,"2017/01/05","14:00"
"442","000018594EL000","2017-01-05 14:15:00.0",0.04,"2017/01/05","14:15"
"443","000018594EL000","2017-01-05 14:30:00.0",0.043,"2017/01/05","14:30"
"444","000018594EL000","2017-01-05 14:45:00.0",0.049,"2017/01/05","14:45"
"445","000018594EL000","2017-01-05 15:00:00.0",0.051,"2017/01/05","15:00"
"446","000018594EL000","2017-01-05 15:15:00.0",0.036,"2017/01/05","15:15"
"447","000018594EL000","2017-01-05 15:30:00.0",0.029,"2017/01/05","15:30"
"448","000018594EL000","2017-01-05 15:45:00.0",0.033,"2017/01/05","15:45"
"449","000018594EL000","2017-01-05 16:00:00.0",0.077,"2017/01/05","16:00"
"450","000018594EL000","2017-01-05 16:15:00.0",0.047,"2017/01/05","16:15"
"451","000018594EL000","2017-01-05 16:30:00.0",0.057,"2017/01/05","16:30"
"452","000018594EL000","2017-01-05 16:45:00.0",0.016,"2017/01/05","16:45"
"453","000018594EL000","2017-01-05 17:00:00.0",0.07,"2017/01/05","17:00"
"454","000018594EL000","2017-01-05 17:15:00.0",0.067,"2017/01/05","17:15"
"455","000018594EL000","2017-01-05 17:30:00.0",0.095,"2017/01/05","17:30"
"456","000018594EL000","2017-01-05 17:45:00.0",0.063,"2017/01/05","17:45"
"457","000018594EL000","2017-01-05 18:00:00.0",0.099,"2017/01/05","18:00"
"458","000018594EL000","2017-01-05 18:15:00.0",0.874,"2017/01/05","18:15"
"459","000018594EL000","2017-01-05 18:30:00.0",0.376,"2017/01/05","18:30"
"460","000018594EL000","2017-01-05 18:45:00.0",0.107,"2017/01/05","18:45"
"461","000018594EL000","2017-01-05 19:00:00.0",0.208,"2017/01/05","19:00"
"462","000018594EL000","2017-01-05 19:15:00.0",0.236,"2017/01/05","19:15"
"463","000018594EL000","2017-01-05 19:30:00.0",0.278,"2017/01/05","19:30"
"464","000018594EL000","2017-01-05 19:45:00.0",0.142,"2017/01/05","19:45"
"465","000018594EL000","2017-01-05 20:00:00.0",0.124,"2017/01/05","20:00"
"466","000018594EL000","2017-01-05 20:15:00.0",0.078,"2017/01/05","20:15"
"467","000018594EL000","2017-01-05 20:30:00.0",0.185,"2017/01/05","20:30"
"468","000018594EL000","2017-01-05 20:45:00.0",0.373,"2017/01/05","20:45"
"469","000018594EL000","2017-01-05 21:00:00.0",0.164,"2017/01/05","21:00"
"470","000018594EL000","2017-01-05 21:15:00.0",0.074,"2017/01/05","21:15"
"471","000018594EL000","2017-01-05 21:30:00.0",0.077,"2017/01/05","21:30"
"472","000018594EL000","2017-01-05 21:45:00.0",0.052,"2017/01/05","21:45"
"473","000018594EL000","2017-01-05 22:00:00.0",0.071,"2017/01/05","22:00"
"474","000018594EL000","2017-01-05 22:15:00.0",0.023,"2017/01/05","22:15"
"475","000018594EL000","2017-01-05 22:30:00.0",0.04,"2017/01/05","22:30"
"476","000018594EL000","2017-01-05 22:45:00.0",0.068,"2017/01/05","22:45"
"477","000018594EL000","2017-01-05 23:00:00.0",0.087,"2017/01/05","23:00"
"478","000018594EL000","2017-01-05 23:15:00.0",0.069,"2017/01/05","23:15"
"479","000018594EL000","2017-01-05 23:30:00.0",0.069,"2017/01/05","23:30"
"480","000018594EL000","2017-01-05 23:45:00.0",0.086,"2017/01/05","23:45"
"481","000018594EL000","2017-01-06 00:00:00.0",0.075,"2017/01/06","00:00"
"482","000018594EL000","2017-01-06 00:15:00.0",0.069,"2017/01/06","00:15"
"483","000018594EL000","2017-01-06 00:30:00.0",0.056,"2017/01/06","00:30"
"484","000018594EL000","2017-01-06 00:45:00.0",0.033,"2017/01/06","00:45"
"485","000018594EL000","2017-01-06 01:00:00.0",0.028,"2017/01/06","01:00"
"486","000018594EL000","2017-01-06 01:15:00.0",0.027,"2017/01/06","01:15"
"487","000018594EL000","2017-01-06 01:30:00.0",0.056,"2017/01/06","01:30"
"488","000018594EL000","2017-01-06 01:45:00.0",0.074,"2017/01/06","01:45"
"489","000018594EL000","2017-01-06 02:00:00.0",0.073,"2017/01/06","02:00"
"490","000018594EL000","2017-01-06 02:15:00.0",0.058,"2017/01/06","02:15"
"491","000018594EL000","2017-01-06 02:30:00.0",0.051,"2017/01/06","02:30"
"492","000018594EL000","2017-01-06 02:45:00.0",0.033,"2017/01/06","02:45"
"493","000018594EL000","2017-01-06 03:00:00.0",0.027,"2017/01/06","03:00"
"494","000018594EL000","2017-01-06 03:15:00.0",0.023,"2017/01/06","03:15"
"495","000018594EL000","2017-01-06 03:30:00.0",0.029,"2017/01/06","03:30"
"496","000018594EL000","2017-01-06 03:45:00.0",0.06,"2017/01/06","03:45"
"497","000018594EL000","2017-01-06 04:00:00.0",0.16,"2017/01/06","04:00"
"498","000018594EL000","2017-01-06 04:15:00.0",0.073,"2017/01/06","04:15"
"499","000018594EL000","2017-01-06 04:30:00.0",0.077,"2017/01/06","04:30"
"500","000018594EL000","2017-01-06 04:45:00.0",0.063,"2017/01/06","04:45"
"501","000018594EL000","2017-01-06 05:00:00.0",0.036,"2017/01/06","05:00"
"502","000018594EL000","2017-01-06 05:15:00.0",0.013,"2017/01/06","05:15"
"503","000018594EL000","2017-01-06 05:30:00.0",0.041,"2017/01/06","05:30"
"504","000018594EL000","2017-01-06 05:45:00.0",0.064,"2017/01/06","05:45"
"505","000018594EL000","2017-01-06 06:00:00.0",0.088,"2017/01/06","06:00"
"506","000018594EL000","2017-01-06 06:15:00.0",0.069,"2017/01/06","06:15"
"507","000018594EL000","2017-01-06 06:30:00.0",0.06,"2017/01/06","06:30"
"508","000018594EL000","2017-01-06 06:45:00.0",0.06,"2017/01/06","06:45"
"509","000018594EL000","2017-01-06 07:00:00.0",0.016,"2017/01/06","07:00"
"510","000018594EL000","2017-01-06 07:15:00.0",0.045,"2017/01/06","07:15"
"511","000018594EL000","2017-01-06 07:30:00.0",0.016,"2017/01/06","07:30"
"512","000018594EL000","2017-01-06 07:45:00.0",0.044,"2017/01/06","07:45"
"513","000018594EL000","2017-01-06 08:00:00.0",0.116,"2017/01/06","08:00"
"514","000018594EL000","2017-01-06 08:15:00.0",0.091,"2017/01/06","08:15"
"515","000018594EL000","2017-01-06 08:30:00.0",0.066,"2017/01/06","08:30"
"516","000018594EL000","2017-01-06 08:45:00.0",0.083,"2017/01/06","08:45"
"517","000018594EL000","2017-01-06 09:00:00.0",0.045,"2017/01/06","09:00"
"518","000018594EL000","2017-01-06 09:15:00.0",0.057,"2017/01/06","09:15"
"519","000018594EL000","2017-01-06 09:30:00.0",0.017,"2017/01/06","09:30"
"520","000018594EL000","2017-01-06 09:45:00.0",0.044,"2017/01/06","09:45"
"521","000018594EL000","2017-01-06 10:00:00.0",0.019,"2017/01/06","10:00"
"522","000018594EL000","2017-01-06 10:15:00.0",0.041,"2017/01/06","10:15"
"523","000018594EL000","2017-01-06 10:30:00.0",0.076,"2017/01/06","10:30"
"524","000018594EL000","2017-01-06 10:45:00.0",0.088,"2017/01/06","10:45"
"525","000018594EL000","2017-01-06 11:00:00.0",0.063,"2017/01/06","11:00"
"526","000018594EL000","2017-01-06 11:15:00.0",0.064,"2017/01/06","11:15"
"527","000018594EL000","2017-01-06 11:30:00.0",0.038,"2017/01/06","11:30"
"528","000018594EL000","2017-01-06 11:45:00.0",0.037,"2017/01/06","11:45"
"529","000018594EL000","2017-01-06 12:00:00.0",0.026,"2017/01/06","12:00"
"530","000018594EL000","2017-01-06 12:15:00.0",0.034,"2017/01/06","12:15"
"531","000018594EL000","2017-01-06 12:30:00.0",0.052,"2017/01/06","12:30"
"532","000018594EL000","2017-01-06 12:45:00.0",0.085,"2017/01/06","12:45"
"533","000018594EL000","2017-01-06 13:00:00.0",0.071,"2017/01/06","13:00"
"534","000018594EL000","2017-01-06 13:15:00.0",0.078,"2017/01/06","13:15"
"535","000018594EL000","2017-01-06 13:30:00.0",0.058,"2017/01/06","13:30"
"536","000018594EL000","2017-01-06 13:45:00.0",0.052,"2017/01/06","13:45"
"537","000018594EL000","2017-01-06 14:00:00.0",0.04,"2017/01/06","14:00"
"538","000018594EL000","2017-01-06 14:15:00.0",0.027,"2017/01/06","14:15"
"539","000018594EL000","2017-01-06 14:30:00.0",0.034,"2017/01/06","14:30"
"540","000018594EL000","2017-01-06 14:45:00.0",0.042,"2017/01/06","14:45"
"541","000018594EL000","2017-01-06 15:00:00.0",0.082,"2017/01/06","15:00"
"542","000018594EL000","2017-01-06 15:15:00.0",0.066,"2017/01/06","15:15"
"543","000018594EL000","2017-01-06 15:30:00.0",0.083,"2017/01/06","15:30"
"544","000018594EL000","2017-01-06 15:45:00.0",0.049,"2017/01/06","15:45"
"545","000018594EL000","2017-01-06 16:00:00.0",0.061,"2017/01/06","16:00"
"546","000018594EL000","2017-01-06 16:15:00.0",0.022,"2017/01/06","16:15"
"547","000018594EL000","2017-01-06 16:30:00.0",0.041,"2017/01/06","16:30"
"548","000018594EL000","2017-01-06 16:45:00.0",0.018,"2017/01/06","16:45"
"549","000018594EL000","2017-01-06 17:00:00.0",0.092,"2017/01/06","17:00"
"550","000018594EL000","2017-01-06 17:15:00.0",0.063,"2017/01/06","17:15"
"551","000018594EL000","2017-01-06 17:30:00.0",0.092,"2017/01/06","17:30"
"552","000018594EL000","2017-01-06 17:45:00.0",0.081,"2017/01/06","17:45"
"553","000018594EL000","2017-01-06 18:00:00.0",0.654,"2017/01/06","18:00"
"554","000018594EL000","2017-01-06 18:15:00.0",0.411,"2017/01/06","18:15"
"555","000018594EL000","2017-01-06 18:30:00.0",0.052,"2017/01/06","18:30"
"556","000018594EL000","2017-01-06 18:45:00.0",0.067,"2017/01/06","18:45"
"557","000018594EL000","2017-01-06 19:00:00.0",0.05,"2017/01/06","19:00"
"558","000018594EL000","2017-01-06 19:15:00.0",0.12,"2017/01/06","19:15"
"559","000018594EL000","2017-01-06 19:30:00.0",0.081,"2017/01/06","19:30"
"560","000018594EL000","2017-01-06 19:45:00.0",0.334,"2017/01/06","19:45"
"561","000018594EL000","2017-01-06 20:00:00.0",0.125,"2017/01/06","20:00"
"562","000018594EL000","2017-01-06 20:15:00.0",0.126,"2017/01/06","20:15"
"563","000018594EL000","2017-01-06 20:30:00.0",0.283,"2017/01/06","20:30"
"564","000018594EL000","2017-01-06 20:45:00.0",0.102,"2017/01/06","20:45"
"565","000018594EL000","2017-01-06 21:00:00.0",0.125,"2017/01/06","21:00"
"566","000018594EL000","2017-01-06 21:15:00.0",0.111,"2017/01/06","21:15"
"567","000018594EL000","2017-01-06 21:30:00.0",0.382,"2017/01/06","21:30"
"568","000018594EL000","2017-01-06 21:45:00.0",0.37,"2017/01/06","21:45"
"569","000018594EL000","2017-01-06 22:00:00.0",0.074,"2017/01/06","22:00"
"570","000018594EL000","2017-01-06 22:15:00.0",0.072,"2017/01/06","22:15"
"571","000018594EL000","2017-01-06 22:30:00.0",0.062,"2017/01/06","22:30"
"572","000018594EL000","2017-01-06 22:45:00.0",0.046,"2017/01/06","22:45"
"573","000018594EL000","2017-01-06 23:00:00.0",0.047,"2017/01/06","23:00"
"574","000018594EL000","2017-01-06 23:15:00.0",0.073,"2017/01/06","23:15"
"575","000018594EL000","2017-01-06 23:30:00.0",0.114,"2017/01/06","23:30"
"576","000018594EL000","2017-01-06 23:45:00.0",0.106,"2017/01/06","23:45"
"577","000018594EL000","2017-01-07 00:00:00.0",0.125,"2017/01/07","00:00"
"578","000018594EL000","2017-01-07 00:15:00.0",0.058,"2017/01/07","00:15"
"579","000018594EL000","2017-01-07 00:30:00.0",0.063,"2017/01/07","00:30"
"580","000018594EL000","2017-01-07 00:45:00.0",0.04,"2017/01/07","00:45"
"581","000018594EL000","2017-01-07 01:00:00.0",0.054,"2017/01/07","01:00"
"582","000018594EL000","2017-01-07 01:15:00.0",0.031,"2017/01/07","01:15"
"583","000018594EL000","2017-01-07 01:30:00.0",0.072,"2017/01/07","01:30"
"584","000018594EL000","2017-01-07 01:45:00.0",0.06,"2017/01/07","01:45"
"585","000018594EL000","2017-01-07 02:00:00.0",0.06,"2017/01/07","02:00"
"586","000018594EL000","2017-01-07 02:15:00.0",0.076,"2017/01/07","02:15"
"587","000018594EL000","2017-01-07 02:30:00.0",0.073,"2017/01/07","02:30"
"588","000018594EL000","2017-01-07 02:45:00.0",0.065,"2017/01/07","02:45"
"589","000018594EL000","2017-01-07 03:00:00.0",0.045,"2017/01/07","03:00"
"590","000018594EL000","2017-01-07 03:15:00.0",0.028,"2017/01/07","03:15"
"591","000018594EL000","2017-01-07 03:30:00.0",0.023,"2017/01/07","03:30"
"592","000018594EL000","2017-01-07 03:45:00.0",0.056,"2017/01/07","03:45"
"593","000018594EL000","2017-01-07 04:00:00.0",0.066,"2017/01/07","04:00"
"594","000018594EL000","2017-01-07 04:15:00.0",0.065,"2017/01/07","04:15"
"595","000018594EL000","2017-01-07 04:30:00.0",0.056,"2017/01/07","04:30"
"596","000018594EL000","2017-01-07 04:45:00.0",0.077,"2017/01/07","04:45"
"597","000018594EL000","2017-01-07 05:00:00.0",0.07,"2017/01/07","05:00"
"598","000018594EL000","2017-01-07 05:15:00.0",0.059,"2017/01/07","05:15"
"599","000018594EL000","2017-01-07 05:30:00.0",0.037,"2017/01/07","05:30"
"600","000018594EL000","2017-01-07 05:45:00.0",0.03,"2017/01/07","05:45"
"601","000018594EL000","2017-01-07 06:00:00.0",0.025,"2017/01/07","06:00"
"602","000018594EL000","2017-01-07 06:15:00.0",0.085,"2017/01/07","06:15"
